OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID
SO - 0006593,Online,WARE-PUJ1005,10/3/2020,9/7/2020,23/7/2020,27/7/2020,USD,15,13,323,24
SO - 0006594,Distributor,WARE-NMK1003,10/3/2020,9/7/2020,27/7/2020,31/7/2020,USD,22,1,105,2
SO - 0006595,Wholesale,WARE-NMK1003,10/3/2020,9/7/2020,26/7/2020,3/8/2020,USD,28,34,101,41
SO - 0006596,Online,WARE-XYS1001,10/3/2020,9/7/2020,19/7/2020,28/7/2020,USD,18,41,47,40
SO - 0006597,In-Store,WARE-PUJ1005,10/3/2020,9/7/2020,14/7/2020,16/7/2020,USD,3,19,294,23
SO - 0006598,In-Store,WARE-XYS1001,10/3/2020,9/7/2020,30/7/2020,8/8/2020,USD,10,9,6,1
SO - 0006599,Distributor,WARE-PUJ1005,10/3/2020,9/7/2020,22/7/2020,24/7/2020,USD,22,47,311,21
SO - 0006600,In-Store,WARE-NMK1003,10/3/2020,9/7/2020,4/8/2020,8/8/2020,USD,2,4,133,36
SO - 0006601,Online,WARE-NMK1003,10/3/2020,9/7/2020,12/7/2020,18/7/2020,USD,19,34,174,45
SO - 0006602,In-Store,WARE-XYS1001,10/3/2020,9/7/2020,13/7/2020,17/7/2020,USD,5,10,45,8
SO - 0006603,Distributor,WARE-NMK1003,10/3/2020,10/7/2020,27/7/2020,2/8/2020,USD,21,18,148,24
SO - 0006604,In-Store,WARE-NMK1003,10/3/2020,10/7/2020,23/7/2020,30/7/2020,USD,1,25,117,18
SO - 0006605,Online,WARE-MKL1006,10/3/2020,10/7/2020,1/8/2020,7/8/2020,USD,20,22,367,4
SO - 0006606,Online,WARE-UHY1004,10/3/2020,10/7/2020,22/7/2020,25/7/2020,USD,15,3,225,6
SO - 0006607,Online,WARE-MKL1006,10/3/2020,10/7/2020,30/7/2020,8/8/2020,USD,14,32,362,43
SO - 0006608,Online,WARE-UHY1004,10/3/2020,10/7/2020,5/8/2020,6/8/2020,USD,15,22,241,26
SO - 0006609,Wholesale,WARE-MKL1006,10/3/2020,10/7/2020,27/7/2020,4/8/2020,USD,28,34,351,27
SO - 0006610,Online,WARE-XYS1001,10/3/2020,11/7/2020,6/8/2020,16/8/2020,USD,18,26,20,37
SO - 0006611,Online,WARE-MKL1006,10/3/2020,11/7/2020,4/8/2020,9/8/2020,USD,17,1,348,39
SO - 0006612,In-Store,WARE-XYS1001,10/3/2020,11/7/2020,29/7/2020,6/8/2020,USD,7,18,54,20
SO - 0006613,In-Store,WARE-UHY1004,10/3/2020,11/7/2020,14/7/2020,23/7/2020,USD,9,49,224,18
SO - 0006614,Online,WARE-MKL1006,10/3/2020,11/7/2020,30/7/2020,7/8/2020,USD,17,32,360,17
SO - 0006615,In-Store,WARE-PUJ1005,10/3/2020,11/7/2020,18/7/2020,26/7/2020,USD,3,42,280,19
SO - 0006616,Distributor,WARE-NBV1002,10/3/2020,11/7/2020,22/7/2020,30/7/2020,USD,22,28,64,4
SO - 0006617,Online,WARE-NMK1003,10/3/2020,11/7/2020,18/7/2020,21/7/2020,USD,18,28,130,27
SO - 0006618,In-Store,WARE-NMK1003,10/3/2020,11/7/2020,3/8/2020,12/8/2020,USD,5,29,190,34
SO - 0006619,In-Store,WARE-XYS1001,10/3/2020,11/7/2020,6/8/2020,12/8/2020,USD,2,12,40,39
SO - 0006620,In-Store,WARE-NMK1003,10/3/2020,11/7/2020,13/7/2020,23/7/2020,USD,8,50,191,23
SO - 0006621,In-Store,WARE-NMK1003,10/3/2020,11/7/2020,19/7/2020,28/7/2020,USD,7,30,153,21
SO - 0006622,In-Store,WARE-NMK1003,10/3/2020,12/7/2020,26/7/2020,27/7/2020,USD,2,28,103,46
SO - 0006623,Online,WARE-NBV1002,10/3/2020,12/7/2020,9/8/2020,14/8/2020,USD,16,3,73,28
SO - 0006624,In-Store,WARE-NMK1003,10/3/2020,12/7/2020,3/8/2020,5/8/2020,USD,11,22,132,37
SO - 0006625,In-Store,WARE-PUJ1005,10/3/2020,12/7/2020,18/7/2020,25/7/2020,USD,8,44,303,46
SO - 0006626,In-Store,WARE-NMK1003,10/3/2020,12/7/2020,1/8/2020,11/8/2020,USD,11,10,191,14
SO - 0006627,Online,WARE-NMK1003,10/3/2020,12/7/2020,18/7/2020,20/7/2020,USD,20,3,129,47
SO - 0006628,In-Store,WARE-NMK1003,10/3/2020,12/7/2020,20/7/2020,27/7/2020,USD,1,44,201,31
SO - 0006629,Online,WARE-UHY1004,10/3/2020,12/7/2020,29/7/2020,30/7/2020,USD,15,23,217,20
SO - 0006630,In-Store,WARE-NMK1003,10/3/2020,12/7/2020,4/8/2020,6/8/2020,USD,9,49,185,1
SO - 0006631,In-Store,WARE-PUJ1005,10/3/2020,13/7/2020,25/7/2020,1/8/2020,USD,5,21,303,42
SO - 0006632,In-Store,WARE-XYS1001,10/3/2020,13/7/2020,21/7/2020,22/7/2020,USD,1,7,41,3
SO - 0006633,Online,WARE-NBV1002,10/3/2020,13/7/2020,10/8/2020,17/8/2020,USD,12,48,64,10
SO - 0006634,In-Store,WARE-XYS1001,10/3/2020,13/7/2020,17/7/2020,23/7/2020,USD,2,48,57,43
SO - 0006635,Online,WARE-MKL1006,10/3/2020,13/7/2020,4/8/2020,12/8/2020,USD,19,18,330,35
SO - 0006636,Online,WARE-XYS1001,10/3/2020,13/7/2020,20/7/2020,26/7/2020,USD,15,40,15,9
SO - 0006637,In-Store,WARE-NBV1002,10/3/2020,13/7/2020,8/8/2020,14/8/2020,USD,10,34,69,4
SO - 0006638,In-Store,WARE-MKL1006,10/3/2020,13/7/2020,18/7/2020,22/7/2020,USD,4,46,353,39
SO - 0006639,In-Store,WARE-NBV1002,10/3/2020,13/7/2020,6/8/2020,9/8/2020,USD,1,10,71,40
SO - 0006640,Distributor,WARE-NMK1003,10/3/2020,14/7/2020,24/7/2020,30/7/2020,USD,25,15,104,32
SO - 0006641,In-Store,WARE-NMK1003,10/3/2020,14/7/2020,18/7/2020,23/7/2020,USD,4,19,127,22
SO - 0006642,Online,WARE-XYS1001,10/3/2020,14/7/2020,9/8/2020,19/8/2020,USD,19,27,34,21
SO - 0006643,In-Store,WARE-NMK1003,10/3/2020,14/7/2020,11/8/2020,21/8/2020,USD,4,23,91,43
SO - 0006644,Online,WARE-XYS1001,10/3/2020,14/7/2020,2/8/2020,3/8/2020,USD,19,18,7,47
SO - 0006645,Distributor,WARE-UHY1004,10/3/2020,14/7/2020,24/7/2020,28/7/2020,USD,21,47,244,8
SO - 0006646,In-Store,WARE-PUJ1005,10/3/2020,15/7/2020,12/8/2020,20/8/2020,USD,7,47,295,21
SO - 0006647,Online,WARE-NMK1003,10/3/2020,15/7/2020,30/7/2020,31/7/2020,USD,17,19,134,35
SO - 0006648,In-Store,WARE-NBV1002,10/3/2020,15/7/2020,9/8/2020,10/8/2020,USD,3,31,66,13
SO - 0006649,In-Store,WARE-MKL1006,10/3/2020,15/7/2020,31/7/2020,2/8/2020,USD,11,25,338,12
SO - 0006650,Distributor,WARE-XYS1001,10/3/2020,15/7/2020,19/7/2020,23/7/2020,USD,22,21,27,35
SO - 0006651,Wholesale,WARE-UHY1004,10/3/2020,15/7/2020,22/7/2020,24/7/2020,USD,26,27,243,16
SO - 0006652,Online,WARE-NBV1002,10/3/2020,15/7/2020,11/8/2020,16/8/2020,USD,16,25,74,5
SO - 0006653,Distributor,WARE-NMK1003,10/3/2020,15/7/2020,19/7/2020,20/7/2020,USD,21,44,132,6
SO - 0006654,Online,WARE-NMK1003,10/3/2020,15/7/2020,9/8/2020,12/8/2020,USD,20,26,183,9
SO - 0006655,In-Store,WARE-NMK1003,10/3/2020,16/7/2020,19/7/2020,24/7/2020,USD,3,49,155,4
SO - 0006656,In-Store,WARE-XYS1001,10/3/2020,16/7/2020,27/7/2020,30/7/2020,USD,11,19,21,43
SO - 0006657,Online,WARE-UHY1004,10/3/2020,16/7/2020,12/8/2020,15/8/2020,USD,16,48,231,46
SO - 0006658,Online,WARE-NMK1003,10/3/2020,16/7/2020,13/8/2020,14/8/2020,USD,15,11,157,13
SO - 0006659,Wholesale,WARE-UHY1004,10/3/2020,16/7/2020,18/7/2020,22/7/2020,USD,26,9,244,14
SO - 0006660,In-Store,WARE-NMK1003,10/3/2020,16/7/2020,21/7/2020,25/7/2020,USD,2,50,186,10
SO - 0006661,In-Store,WARE-XYS1001,10/3/2020,16/7/2020,8/8/2020,15/8/2020,USD,8,35,3,19
SO - 0006662,Online,WARE-NMK1003,10/3/2020,17/7/2020,31/7/2020,7/8/2020,USD,14,28,130,10
SO - 0006663,In-Store,WARE-MKL1006,10/3/2020,17/7/2020,10/8/2020,15/8/2020,USD,5,36,354,1
SO - 0006664,Online,WARE-UHY1004,10/3/2020,17/7/2020,4/8/2020,13/8/2020,USD,12,50,230,24
SO - 0006665,In-Store,WARE-PUJ1005,10/3/2020,17/7/2020,7/8/2020,10/8/2020,USD,4,6,307,14
SO - 0006666,In-Store,WARE-UHY1004,10/3/2020,17/7/2020,13/8/2020,19/8/2020,USD,11,15,204,19
SO - 0006667,Online,WARE-NMK1003,10/3/2020,17/7/2020,5/8/2020,6/8/2020,USD,16,42,200,1
SO - 0006668,In-Store,WARE-UHY1004,10/3/2020,17/7/2020,20/7/2020,25/7/2020,USD,10,47,207,5
SO - 0006669,In-Store,WARE-NBV1002,10/3/2020,17/7/2020,30/7/2020,9/8/2020,USD,10,31,85,1
SO - 0006670,Wholesale,WARE-MKL1006,10/3/2020,17/7/2020,23/7/2020,27/7/2020,USD,26,49,364,41
SO - 0006671,In-Store,WARE-UHY1004,10/3/2020,17/7/2020,31/7/2020,3/8/2020,USD,7,23,220,47
SO - 0006672,Online,WARE-UHY1004,10/3/2020,17/7/2020,21/7/2020,23/7/2020,USD,13,19,204,19
SO - 0006673,Distributor,WARE-XYS1001,10/3/2020,17/7/2020,3/8/2020,8/8/2020,USD,24,32,16,36
SO - 0006674,In-Store,WARE-NMK1003,10/3/2020,17/7/2020,11/8/2020,15/8/2020,USD,6,9,161,6
SO - 0006675,In-Store,WARE-PUJ1005,10/3/2020,18/7/2020,15/8/2020,16/8/2020,USD,11,18,317,8
SO - 0006676,In-Store,WARE-NBV1002,10/3/2020,18/7/2020,7/8/2020,13/8/2020,USD,9,14,73,13
SO - 0006677,Distributor,WARE-XYS1001,10/3/2020,18/7/2020,21/7/2020,30/7/2020,USD,21,18,18,7
SO - 0006678,In-Store,WARE-PUJ1005,10/3/2020,18/7/2020,7/8/2020,9/8/2020,USD,9,4,322,13
SO - 0006679,In-Store,WARE-NMK1003,10/3/2020,18/7/2020,31/7/2020,7/8/2020,USD,2,34,167,3
SO - 0006680,Online,WARE-MKL1006,10/3/2020,18/7/2020,31/7/2020,3/8/2020,USD,20,29,353,38
SO - 0006681,Online,WARE-NMK1003,10/3/2020,18/7/2020,23/7/2020,28/7/2020,USD,16,46,148,9
SO - 0006682,In-Store,WARE-XYS1001,10/3/2020,18/7/2020,30/7/2020,5/8/2020,USD,7,7,50,17
SO - 0006683,Online,WARE-MKL1006,10/3/2020,18/7/2020,7/8/2020,10/8/2020,USD,13,26,346,19
SO - 0006684,In-Store,WARE-MKL1006,10/3/2020,18/7/2020,13/8/2020,18/8/2020,USD,5,12,347,14
SO - 0006685,In-Store,WARE-NMK1003,10/3/2020,18/7/2020,11/8/2020,14/8/2020,USD,11,33,132,20
SO - 0006686,In-Store,WARE-PUJ1005,10/3/2020,18/7/2020,21/7/2020,31/7/2020,USD,7,9,290,40
SO - 0006687,In-Store,WARE-UHY1004,10/3/2020,19/7/2020,5/8/2020,12/8/2020,USD,5,1,249,25
SO - 0006688,Wholesale,WARE-MKL1006,10/3/2020,19/7/2020,2/8/2020,4/8/2020,USD,26,10,335,16
SO - 0006689,Online,WARE-NBV1002,18/6/2020,19/7/2020,1/8/2020,5/8/2020,USD,13,34,74,13
SO - 0006690,In-Store,WARE-NMK1003,10/3/2020,19/7/2020,4/8/2020,11/8/2020,USD,6,31,105,27
SO - 0006691,Wholesale,WARE-NMK1003,10/3/2020,19/7/2020,1/8/2020,11/8/2020,USD,28,22,136,38
SO - 0006692,Distributor,WARE-NMK1003,10/3/2020,19/7/2020,15/8/2020,16/8/2020,USD,25,46,198,20
SO - 0006693,Wholesale,WARE-NMK1003,10/3/2020,19/7/2020,30/7/2020,8/8/2020,USD,26,37,169,32
SO - 0006694,In-Store,WARE-NMK1003,10/3/2020,19/7/2020,15/8/2020,25/8/2020,USD,8,50,127,35
SO - 0006695,Online,WARE-MKL1006,10/3/2020,19/7/2020,4/8/2020,13/8/2020,USD,16,37,338,19
SO - 0006696,Wholesale,WARE-MKL1006,10/3/2020,19/7/2020,1/8/2020,6/8/2020,USD,26,46,343,23
SO - 0006697,Distributor,WARE-NMK1003,10/3/2020,19/7/2020,5/8/2020,7/8/2020,USD,22,16,134,1
SO - 0006698,Wholesale,WARE-UHY1004,10/3/2020,19/7/2020,5/8/2020,9/8/2020,USD,28,38,221,13
SO - 0006699,Distributor,WARE-NMK1003,10/3/2020,19/7/2020,29/7/2020,4/8/2020,USD,21,8,183,18
SO - 0006700,Online,WARE-NMK1003,10/3/2020,19/7/2020,22/7/2020,25/7/2020,USD,17,36,152,1
SO - 0006701,In-Store,WARE-NMK1003,10/3/2020,20/7/2020,28/7/2020,4/8/2020,USD,7,45,198,11
SO - 0006702,In-Store,WARE-NMK1003,10/3/2020,20/7/2020,17/8/2020,25/8/2020,USD,9,12,179,19
SO - 0006703,Wholesale,WARE-PUJ1005,10/3/2020,20/7/2020,2/8/2020,11/8/2020,USD,25,14,317,42
SO - 0006704,Wholesale,WARE-NMK1003,10/3/2020,20/7/2020,5/8/2020,15/8/2020,USD,26,50,186,7
SO - 0006705,In-Store,WARE-MKL1006,10/3/2020,20/7/2020,1/8/2020,6/8/2020,USD,5,30,354,12
SO - 0006706,In-Store,WARE-NMK1003,10/3/2020,20/7/2020,17/8/2020,18/8/2020,USD,6,48,139,22
SO - 0006707,Online,WARE-MKL1006,10/3/2020,20/7/2020,27/7/2020,2/8/2020,USD,16,5,349,31
SO - 0006708,In-Store,WARE-NBV1002,10/3/2020,20/7/2020,17/8/2020,21/8/2020,USD,10,45,79,7
SO - 0006709,Wholesale,WARE-NBV1002,10/3/2020,21/7/2020,1/8/2020,5/8/2020,USD,25,46,63,26
SO - 0006710,In-Store,WARE-MKL1006,10/3/2020,21/7/2020,4/8/2020,8/8/2020,USD,6,3,362,2
SO - 0006711,In-Store,WARE-UHY1004,10/3/2020,21/7/2020,18/8/2020,20/8/2020,USD,8,33,255,41
SO - 0006712,In-Store,WARE-NMK1003,10/3/2020,21/7/2020,5/8/2020,9/8/2020,USD,7,39,203,5
SO - 0006713,In-Store,WARE-UHY1004,10/3/2020,21/7/2020,15/8/2020,16/8/2020,USD,6,48,259,6
SO - 0006714,Online,WARE-MKL1006,10/3/2020,21/7/2020,8/8/2020,9/8/2020,USD,14,12,363,8
SO - 0006715,Distributor,WARE-XYS1001,10/3/2020,21/7/2020,8/8/2020,9/8/2020,USD,24,29,40,4
SO - 0006716,In-Store,WARE-NMK1003,10/3/2020,21/7/2020,10/8/2020,16/8/2020,USD,10,50,105,43
SO - 0006717,Online,WARE-PUJ1005,18/6/2020,21/7/2020,14/8/2020,16/8/2020,USD,19,30,303,29
SO - 0006718,In-Store,WARE-MKL1006,10/3/2020,22/7/2020,3/8/2020,7/8/2020,USD,3,28,344,4
SO - 0006719,Online,WARE-UHY1004,18/6/2020,22/7/2020,19/8/2020,25/8/2020,USD,17,5,226,23
SO - 0006720,Online,WARE-MKL1006,10/3/2020,22/7/2020,5/8/2020,10/8/2020,USD,20,9,353,24
SO - 0006721,Wholesale,WARE-NMK1003,10/3/2020,22/7/2020,16/8/2020,22/8/2020,USD,28,8,163,30
SO - 0006722,In-Store,WARE-NMK1003,10/3/2020,22/7/2020,25/7/2020,29/7/2020,USD,7,45,139,42
SO - 0006723,In-Store,WARE-UHY1004,10/3/2020,22/7/2020,9/8/2020,14/8/2020,USD,4,13,230,25
SO - 0006724,Online,WARE-NBV1002,10/3/2020,23/7/2020,20/8/2020,26/8/2020,USD,18,22,64,8
SO - 0006725,Wholesale,WARE-NMK1003,18/6/2020,23/7/2020,15/8/2020,25/8/2020,USD,28,12,131,25
SO - 0006726,In-Store,WARE-NMK1003,10/3/2020,24/7/2020,16/8/2020,18/8/2020,USD,3,15,98,36
SO - 0006727,In-Store,WARE-NMK1003,10/3/2020,24/7/2020,1/8/2020,9/8/2020,USD,3,20,130,26
SO - 0006728,In-Store,WARE-XYS1001,10/3/2020,24/7/2020,12/8/2020,21/8/2020,USD,4,10,26,20
SO - 0006729,Online,WARE-UHY1004,10/3/2020,24/7/2020,18/8/2020,23/8/2020,USD,13,36,245,6
SO - 0006730,Distributor,WARE-UHY1004,10/3/2020,24/7/2020,10/8/2020,17/8/2020,USD,25,44,213,10
SO - 0006731,Online,WARE-MKL1006,10/3/2020,24/7/2020,7/8/2020,16/8/2020,USD,13,39,336,41
SO - 0006732,Online,WARE-XYS1001,10/3/2020,24/7/2020,1/8/2020,6/8/2020,USD,13,46,47,40
SO - 0006733,Online,WARE-NMK1003,10/3/2020,24/7/2020,9/8/2020,14/8/2020,USD,15,9,189,46
SO - 0006734,Distributor,WARE-NBV1002,10/3/2020,24/7/2020,27/7/2020,29/7/2020,USD,21,39,84,29
SO - 0006735,Distributor,WARE-UHY1004,10/3/2020,24/7/2020,16/8/2020,26/8/2020,USD,23,29,236,2
SO - 0006736,Wholesale,WARE-NBV1002,10/3/2020,24/7/2020,29/7/2020,8/8/2020,USD,25,20,60,15
SO - 0006737,In-Store,WARE-XYS1001,18/6/2020,24/7/2020,12/8/2020,17/8/2020,USD,4,21,3,33
SO - 0006738,Online,WARE-NBV1002,10/3/2020,24/7/2020,27/7/2020,3/8/2020,USD,15,19,72,8
SO - 0006739,Wholesale,WARE-UHY1004,10/3/2020,24/7/2020,26/7/2020,30/7/2020,USD,28,5,244,19
SO - 0006740,Distributor,WARE-UHY1004,18/6/2020,24/7/2020,13/8/2020,16/8/2020,USD,25,1,221,24
SO - 0006741,Distributor,WARE-NMK1003,10/3/2020,25/7/2020,16/8/2020,23/8/2020,USD,21,14,161,32
SO - 0006742,In-Store,WARE-MKL1006,18/6/2020,25/7/2020,7/8/2020,13/8/2020,USD,9,47,334,41
SO - 0006743,In-Store,WARE-PUJ1005,10/3/2020,25/7/2020,3/8/2020,11/8/2020,USD,3,11,270,34
SO - 0006744,In-Store,WARE-MKL1006,18/6/2020,25/7/2020,9/8/2020,10/8/2020,USD,10,23,362,25
SO - 0006745,In-Store,WARE-PUJ1005,10/3/2020,25/7/2020,6/8/2020,12/8/2020,USD,12,39,270,40
SO - 0006746,Online,WARE-MKL1006,10/3/2020,25/7/2020,8/8/2020,17/8/2020,USD,13,13,334,40
SO - 0006747,Online,WARE-NMK1003,18/6/2020,25/7/2020,5/8/2020,9/8/2020,USD,13,5,116,18
SO - 0006748,In-Store,WARE-PUJ1005,10/3/2020,25/7/2020,31/7/2020,6/8/2020,USD,6,29,277,43
SO - 0006749,In-Store,WARE-NBV1002,10/3/2020,25/7/2020,16/8/2020,23/8/2020,USD,3,19,59,46
SO - 0006750,Online,WARE-PUJ1005,10/3/2020,25/7/2020,30/7/2020,4/8/2020,USD,19,37,263,2
SO - 0006751,In-Store,WARE-MKL1006,10/3/2020,26/7/2020,11/8/2020,14/8/2020,USD,5,5,330,23
SO - 0006752,In-Store,WARE-NBV1002,10/3/2020,26/7/2020,22/8/2020,29/8/2020,USD,9,29,87,37
SO - 0006753,In-Store,WARE-NMK1003,10/3/2020,26/7/2020,20/8/2020,26/8/2020,USD,4,30,98,42
SO - 0006754,Online,WARE-MKL1006,18/6/2020,26/7/2020,23/8/2020,26/8/2020,USD,16,31,362,41
SO - 0006755,Online,WARE-UHY1004,10/3/2020,26/7/2020,29/7/2020,2/8/2020,USD,19,2,215,25
SO - 0006756,Online,WARE-MKL1006,10/3/2020,26/7/2020,18/8/2020,26/8/2020,USD,14,17,346,19
SO - 0006757,Wholesale,WARE-XYS1001,10/3/2020,26/7/2020,11/8/2020,16/8/2020,USD,27,43,36,12
SO - 0006758,In-Store,WARE-PUJ1005,10/3/2020,26/7/2020,22/8/2020,25/8/2020,USD,11,26,327,21
SO - 0006759,Online,WARE-MKL1006,10/3/2020,26/7/2020,1/8/2020,2/8/2020,USD,17,30,337,46
SO - 0006760,Distributor,WARE-XYS1001,10/3/2020,27/7/2020,10/8/2020,13/8/2020,USD,22,5,22,34
SO - 0006761,In-Store,WARE-UHY1004,10/3/2020,27/7/2020,8/8/2020,16/8/2020,USD,5,24,239,20
SO - 0006762,Distributor,WARE-PUJ1005,18/6/2020,27/7/2020,22/8/2020,23/8/2020,USD,25,10,281,39
SO - 0006763,In-Store,WARE-MKL1006,10/3/2020,27/7/2020,21/8/2020,23/8/2020,USD,1,4,350,23
SO - 0006764,In-Store,WARE-NBV1002,10/3/2020,27/7/2020,14/8/2020,21/8/2020,USD,3,16,85,22
SO - 0006765,Distributor,WARE-UHY1004,10/3/2020,27/7/2020,21/8/2020,23/8/2020,USD,22,6,207,24
SO - 0006766,Online,WARE-MKL1006,10/3/2020,27/7/2020,6/8/2020,9/8/2020,USD,15,29,366,30
SO - 0006767,Distributor,WARE-UHY1004,10/3/2020,27/7/2020,18/8/2020,26/8/2020,USD,20,14,217,1
SO - 0006768,In-Store,WARE-UHY1004,10/3/2020,27/7/2020,18/8/2020,24/8/2020,USD,2,44,206,15
SO - 0006769,Distributor,WARE-XYS1001,10/3/2020,28/7/2020,1/8/2020,3/8/2020,USD,22,13,31,43
SO - 0006770,In-Store,WARE-NBV1002,10/3/2020,28/7/2020,10/8/2020,13/8/2020,USD,2,1,61,40
SO - 0006771,Wholesale,WARE-NBV1002,10/3/2020,28/7/2020,11/8/2020,21/8/2020,USD,27,38,59,19
SO - 0006772,In-Store,WARE-PUJ1005,10/3/2020,28/7/2020,13/8/2020,14/8/2020,USD,3,20,325,14
SO - 0006773,Distributor,WARE-NMK1003,10/3/2020,28/7/2020,11/8/2020,20/8/2020,USD,22,4,95,38
SO - 0006774,In-Store,WARE-NMK1003,10/3/2020,29/7/2020,13/8/2020,16/8/2020,USD,3,37,158,43
SO - 0006775,In-Store,WARE-NBV1002,10/3/2020,29/7/2020,26/8/2020,29/8/2020,USD,7,14,86,7
SO - 0006776,Online,WARE-NMK1003,10/3/2020,29/7/2020,9/8/2020,16/8/2020,USD,19,45,108,25
SO - 0006777,In-Store,WARE-NMK1003,10/3/2020,29/7/2020,1/8/2020,7/8/2020,USD,4,26,146,7
SO - 0006778,Wholesale,WARE-NBV1002,10/3/2020,29/7/2020,13/8/2020,17/8/2020,USD,28,37,67,4
SO - 0006779,Online,WARE-PUJ1005,10/3/2020,29/7/2020,24/8/2020,26/8/2020,USD,15,26,264,16
SO - 0006780,Wholesale,WARE-PUJ1005,18/6/2020,29/7/2020,24/8/2020,30/8/2020,USD,26,37,322,8
SO - 0006781,In-Store,WARE-PUJ1005,10/3/2020,29/7/2020,19/8/2020,23/8/2020,USD,8,32,284,37
SO - 0006782,In-Store,WARE-MKL1006,10/3/2020,29/7/2020,2/8/2020,6/8/2020,USD,9,35,336,42
SO - 0006783,Online,WARE-NBV1002,10/3/2020,30/7/2020,27/8/2020,3/9/2020,USD,18,48,66,3
SO - 0006784,Online,WARE-PUJ1005,10/3/2020,30/7/2020,23/8/2020,2/9/2020,USD,14,35,281,29
SO - 0006785,Wholesale,WARE-UHY1004,10/3/2020,30/7/2020,25/8/2020,28/8/2020,USD,28,7,210,36
SO - 0006786,In-Store,WARE-NMK1003,10/3/2020,30/7/2020,12/8/2020,17/8/2020,USD,2,14,143,8
SO - 0006787,Distributor,WARE-NMK1003,10/3/2020,30/7/2020,9/8/2020,17/8/2020,USD,25,9,150,38
SO - 0006788,Online,WARE-NMK1003,10/3/2020,30/7/2020,6/8/2020,8/8/2020,USD,18,20,138,46
SO - 0006789,Online,WARE-XYS1001,10/3/2020,30/7/2020,19/8/2020,23/8/2020,USD,12,12,35,6
SO - 0006790,Online,WARE-XYS1001,10/3/2020,30/7/2020,17/8/2020,21/8/2020,USD,14,33,1,44
SO - 0006791,Distributor,WARE-NMK1003,10/3/2020,30/7/2020,15/8/2020,18/8/2020,USD,23,13,99,12
SO - 0006792,Online,WARE-MKL1006,10/3/2020,30/7/2020,2/8/2020,10/8/2020,USD,13,46,345,36
SO - 0006793,Wholesale,WARE-NBV1002,18/6/2020,30/7/2020,20/8/2020,26/8/2020,USD,27,38,81,32
SO - 0006794,Wholesale,WARE-NMK1003,10/3/2020,30/7/2020,15/8/2020,25/8/2020,USD,26,12,163,38
SO - 0006795,Online,WARE-PUJ1005,10/3/2020,31/7/2020,28/8/2020,7/9/2020,USD,19,23,281,14
SO - 0006796,Online,WARE-NMK1003,10/3/2020,31/7/2020,20/8/2020,26/8/2020,USD,19,35,95,39
SO - 0006797,Online,WARE-XYS1001,10/3/2020,31/7/2020,13/8/2020,20/8/2020,USD,15,18,35,7
SO - 0006798,In-Store,WARE-UHY1004,18/6/2020,31/7/2020,6/8/2020,12/8/2020,USD,5,36,210,29
SO - 0006799,Online,WARE-NMK1003,10/3/2020,31/7/2020,27/8/2020,5/9/2020,USD,12,14,135,16
SO - 0006800,In-Store,WARE-PUJ1005,10/3/2020,1/8/2020,9/8/2020,17/8/2020,USD,3,36,268,27
SO - 0006801,In-Store,WARE-XYS1001,10/3/2020,1/8/2020,10/8/2020,17/8/2020,USD,3,14,35,31
SO - 0006802,Distributor,WARE-UHY1004,10/3/2020,1/8/2020,29/8/2020,30/8/2020,USD,22,19,210,8
SO - 0006803,Online,WARE-UHY1004,18/6/2020,1/8/2020,28/8/2020,2/9/2020,USD,20,24,219,35
SO - 0006804,In-Store,WARE-UHY1004,18/6/2020,2/8/2020,17/8/2020,26/8/2020,USD,5,41,221,20
SO - 0006805,Online,WARE-XYS1001,10/3/2020,2/8/2020,21/8/2020,25/8/2020,USD,15,48,13,11
SO - 0006806,Distributor,WARE-NMK1003,18/6/2020,2/8/2020,5/8/2020,14/8/2020,USD,25,25,122,17
SO - 0006807,Online,WARE-PUJ1005,10/3/2020,2/8/2020,26/8/2020,3/9/2020,USD,14,37,312,31
SO - 0006808,Distributor,WARE-NMK1003,10/3/2020,2/8/2020,12/8/2020,17/8/2020,USD,25,20,184,23
SO - 0006809,Online,WARE-UHY1004,10/3/2020,2/8/2020,30/8/2020,1/9/2020,USD,14,17,220,38
SO - 0006810,In-Store,WARE-XYS1001,18/6/2020,2/8/2020,18/8/2020,26/8/2020,USD,1,11,32,23
SO - 0006811,In-Store,WARE-NMK1003,18/6/2020,3/8/2020,12/8/2020,20/8/2020,USD,10,12,176,47
SO - 0006812,Online,WARE-NBV1002,18/6/2020,3/8/2020,23/8/2020,2/9/2020,USD,17,14,70,28
SO - 0006813,Online,WARE-XYS1001,10/3/2020,3/8/2020,28/8/2020,30/8/2020,USD,20,2,27,15
SO - 0006814,Online,WARE-NMK1003,18/6/2020,3/8/2020,29/8/2020,30/8/2020,USD,15,26,115,38
SO - 0006815,Distributor,WARE-XYS1001,10/3/2020,3/8/2020,22/8/2020,1/9/2020,USD,23,29,42,35
SO - 0006816,Distributor,WARE-UHY1004,18/6/2020,3/8/2020,23/8/2020,31/8/2020,USD,23,42,213,18
SO - 0006817,Online,WARE-NMK1003,10/3/2020,3/8/2020,25/8/2020,1/9/2020,USD,16,46,99,3
