OrderNumber,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0005909,3,0.075,"3,859.20","1,813.82"
SO - 0005910,6,0.1,"6,552.60","3,866.03"
SO - 0005911,8,0.05,"1,855.90",965.07
SO - 0005912,7,0.1,214.40,150.08
SO - 0005913,1,0.2,"1,051.90",673.22
SO - 0005914,6,0.2,"1,212.70","1,006.54"
SO - 0005915,4,0.075,"3,886.00","1,748.70"
SO - 0005916,3,0.15,"5,808.90","2,555.92"
SO - 0005917,7,0.15,194.30,126.30
SO - 0005918,7,0.1,"1,768.80",760.58
SO - 0005919,8,0.1,"3,999.90","2,159.95"
SO - 0005920,3,0.075,"3,242.80","2,756.38"
SO - 0005921,6,0.15,"2,566.10","1,796.27"
SO - 0005922,5,0.15,"1,011.70",708.19
SO - 0005923,2,0.05,971.50,437.18
SO - 0005924,1,0.075,"5,179.10","2,434.18"
SO - 0005925,7,0.075,"1,045.20",742.09
SO - 0005926,4,0.05,"5,494.00","2,747.00"
SO - 0005927,8,0.075,221.10,161.40
SO - 0005928,3,0.4,"3,906.10","2,421.78"
SO - 0005929,1,0.075,241.20,130.25
SO - 0005930,2,0.1,"1,132.30",871.87
SO - 0005931,4,0.2,"1,139.00",933.98
SO - 0005932,4,0.2,"6,344.90","3,616.59"
SO - 0005933,5,0.05,971.50,680.05
SO - 0005934,1,0.1,"3,865.90","1,585.02"
SO - 0005935,4,0.075,268.00,184.92
SO - 0005936,5,0.15,"1,051.90",599.58
SO - 0005937,7,0.1,"1,058.60",561.06
SO - 0005938,2,0.05,"1,025.10",584.31
SO - 0005939,7,0.075,241.20,115.78
SO - 0005940,1,0.075,"5,212.60","2,814.80"
SO - 0005941,5,0.075,"1,943.00",952.07
SO - 0005942,5,0.075,"5,822.30","4,599.62"
SO - 0005943,8,0.075,696.80,383.24
SO - 0005944,7,0.05,"3,993.20","2,076.46"
SO - 0005945,8,0.3,"5,956.30","3,216.40"
SO - 0005946,2,0.2,"2,505.80","1,904.41"
SO - 0005947,4,0.1,"3,463.90","2,909.68"
SO - 0005948,2,0.075,"5,835.70","2,917.85"
SO - 0005949,8,0.05,"2,211.00",950.73
SO - 0005950,1,0.2,"3,691.70","2,990.28"
SO - 0005951,6,0.075,"3,819.00","2,902.44"
SO - 0005952,4,0.05,"1,889.40","1,322.58"
SO - 0005953,3,0.1,"2,211.00","1,238.16"
SO - 0005954,7,0.1,"1,259.60",831.34
SO - 0005955,5,0.05,268.00,147.40
SO - 0005956,6,0.3,"3,892.70","2,452.40"
SO - 0005957,1,0.05,"3,986.50","2,710.82"
SO - 0005958,1,0.075,"1,681.70","1,109.92"
SO - 0005959,3,0.05,"1,112.20",567.22
SO - 0005960,4,0.1,"2,539.30","1,498.19"
SO - 0005961,3,0.2,"1,829.10",951.13
SO - 0005962,7,0.075,"5,594.50","4,083.99"
SO - 0005963,5,0.1,174.20,130.65
SO - 0005964,2,0.05,"5,688.30","2,673.50"
SO - 0005965,8,0.05,"1,748.70",944.30
SO - 0005966,5,0.2,"1,795.60",772.11
SO - 0005967,2,0.05,"1,051.90",694.25
SO - 0005968,1,0.4,194.30,106.87
SO - 0005969,1,0.075,"1,721.90",843.73
SO - 0005970,8,0.1,944.70,472.35
SO - 0005971,4,0.1,"1,112.20",800.78
SO - 0005972,1,0.2,"3,035.10","1,699.66"
SO - 0005973,4,0.075,"3,229.40","1,453.23"
SO - 0005974,5,0.15,"3,865.90","3,092.72"
SO - 0005975,8,0.075,931.30,754.35
SO - 0005976,1,0.1,"1,212.70",812.51
SO - 0005977,2,0.15,"5,695.00","2,676.65"
SO - 0005978,2,0.1,"3,926.20","2,748.34"
SO - 0005979,2,0.05,"1,172.50",492.45
SO - 0005980,4,0.1,998.30,808.62
SO - 0005981,3,0.1,"2,311.50","1,086.41"
SO - 0005982,5,0.3,"5,554.30","2,777.15"
SO - 0005983,7,0.075,167.50,70.35
SO - 0005984,7,0.15,"2,505.80","1,303.02"
SO - 0005985,1,0.1,"1,139.00",683.40
SO - 0005986,4,0.05,"3,939.60","2,560.74"
SO - 0005987,1,0.2,"1,969.80","1,398.56"
SO - 0005988,8,0.05,"1,005.00",743.70
SO - 0005989,5,0.15,864.30,380.29
SO - 0005990,4,0.15,227.80,150.35
SO - 0005991,6,0.05,"1,072.00",428.80
SO - 0005992,6,0.05,743.70,557.78
SO - 0005993,5,0.1,"1,896.10",948.05
SO - 0005994,7,0.2,"1,862.60","1,564.58"
SO - 0005995,7,0.1,"3,872.60","3,059.35"
SO - 0005996,2,0.075,"2,479.00","1,512.19"
SO - 0005997,5,0.075,"1,715.20","1,200.64"
SO - 0005998,4,0.05,"3,845.80","1,884.44"
SO - 0005999,8,0.05,"3,202.60","2,049.66"
SO - 0006000,1,0.1,730.30,438.18
SO - 0006001,4,0.4,"1,889.40","1,549.31"
SO - 0006002,4,0.05,"3,979.80","3,343.03"
SO - 0006003,1,0.1,"1,949.70","1,559.76"
SO - 0006004,2,0.15,"2,244.50","1,683.38"
SO - 0006005,8,0.1,"2,512.50","1,231.13"
SO - 0006006,8,0.4,984.90,679.58
SO - 0006007,1,0.15,"1,118.90",704.91
SO - 0006008,3,0.1,"5,835.70","2,509.35"
SO - 0006009,8,0.05,"2,860.90","2,288.72"
SO - 0006010,4,0.05,"6,304.70","3,026.26"
SO - 0006011,2,0.15,"3,262.90","1,925.11"
SO - 0006012,8,0.05,227.80,95.68
SO - 0006013,1,0.2,"3,839.10","1,727.60"
SO - 0006014,5,0.05,180.90,86.83
SO - 0006015,5,0.3,221.10,148.14
SO - 0006016,6,0.075,884.40,442.20
SO - 0006017,1,0.3,"1,775.50","1,296.12"
SO - 0006018,2,0.05,"1,065.30",522.00
SO - 0006019,4,0.2,"3,879.30","1,823.27"
SO - 0006020,8,0.05,"5,118.80","3,890.29"
SO - 0006021,2,0.1,904.50,515.57
SO - 0006022,7,0.4,"1,742.00",992.94
SO - 0006023,3,0.05,"4,013.30","2,688.91"
SO - 0006024,5,0.2,"1,306.50","1,084.40"
SO - 0006025,1,0.05,"3,222.70","2,610.39"
SO - 0006026,8,0.05,"3,973.10","1,907.09"
SO - 0006027,5,0.1,"1,078.70",539.35
SO - 0006028,5,0.2,"3,926.20","1,845.31"
SO - 0006029,4,0.05,201.00,84.42
SO - 0006030,8,0.2,"3,685.00","2,395.25"
SO - 0006031,6,0.2,"3,530.90","1,482.98"
SO - 0006032,7,0.1,777.20,349.74
SO - 0006033,4,0.2,871.00,426.79
SO - 0006034,4,0.2,"1,139.00",569.50
SO - 0006035,3,0.1,167.50,118.93
SO - 0006036,6,0.075,201.00,120.60
SO - 0006037,1,0.4,"5,607.90","4,149.85"
SO - 0006038,8,0.15,"3,886.00","2,059.58"
SO - 0006039,4,0.1,"3,343.30","2,407.18"
SO - 0006040,8,0.05,"2,814.00","1,181.88"
SO - 0006041,7,0.15,991.60,505.72
SO - 0006042,7,0.075,"1,159.10",475.23
SO - 0006043,2,0.05,"2,499.10","1,074.61"
SO - 0006044,8,0.3,"2,298.10","1,493.77"
SO - 0006045,7,0.075,"1,139.00",569.50
SO - 0006046,5,0.075,"1,835.80","1,542.07"
SO - 0006047,1,0.05,"1,098.80",922.99
SO - 0006048,7,0.1,"3,825.70","3,175.33"
SO - 0006049,7,0.075,911.20,765.41
SO - 0006050,7,0.4,"2,572.80","1,312.13"
SO - 0006051,3,0.05,227.80,177.68
SO - 0006052,7,0.15,"1,266.30",835.76
SO - 0006053,6,0.15,"2,626.40","1,943.54"
SO - 0006054,5,0.075,783.90,368.43
SO - 0006055,3,0.1,"2,968.10","1,869.90"
SO - 0006056,5,0.4,"3,075.30","1,722.17"
SO - 0006057,3,0.05,194.30,89.38
SO - 0006058,2,0.05,"1,728.60",726.01
SO - 0006059,5,0.075,891.10,730.70
SO - 0006060,3,0.2,"1,078.70",528.56
SO - 0006061,3,0.15,"3,845.80","2,768.98"
SO - 0006062,5,0.1,"3,939.60","2,087.99"
SO - 0006063,7,0.1,891.10,623.77
SO - 0006064,1,0.15,"3,959.70","2,930.18"
SO - 0006065,4,0.15,"6,277.90","4,959.54"
SO - 0006066,6,0.1,817.40,580.35
SO - 0006067,8,0.05,"3,946.30","1,933.69"
SO - 0006068,3,0.15,"2,458.90","1,303.22"
SO - 0006069,5,0.15,"2,211.00",906.51
SO - 0006070,7,0.1,"3,852.50","1,541.00"
SO - 0006071,2,0.1,"2,659.90","2,260.92"
SO - 0006072,4,0.1,877.70,351.08
SO - 0006073,2,0.05,"1,728.60",726.01
SO - 0006074,1,0.075,"2,438.80","1,926.65"
SO - 0006075,6,0.1,207.70,85.16
SO - 0006076,2,0.075,"1,829.10","1,006.01"
SO - 0006077,5,0.05,"5,038.40","3,778.80"
SO - 0006078,5,0.15,"3,932.90","2,831.69"
SO - 0006079,3,0.15,"6,224.30","4,481.50"
SO - 0006080,5,0.075,"2,391.90","1,865.68"
SO - 0006081,7,0.4,"2,211.00","1,857.24"
SO - 0006082,2,0.075,"1,092.10",578.81
SO - 0006083,3,0.1,"6,365.00","4,582.80"
SO - 0006084,3,0.2,"1,742.00","1,463.28"
SO - 0006085,2,0.075,261.30,164.62
SO - 0006086,7,0.2,"3,966.40","1,705.55"
SO - 0006087,7,0.1,"4,020.00","2,170.80"
SO - 0006088,2,0.05,"1,118.90",660.15
SO - 0006089,7,0.075,830.80,589.87
SO - 0006090,2,0.2,174.20,87.10
SO - 0006091,5,0.05,"3,142.30","2,608.11"
SO - 0006092,4,0.1,"1,125.60",686.62
SO - 0006093,3,0.05,"6,177.40","5,065.47"
SO - 0006094,4,0.05,"1,199.30",791.54
SO - 0006095,3,0.15,783.90,642.80
SO - 0006096,2,0.1,268.00,198.32
SO - 0006097,6,0.075,"2,010.00","1,386.90"
SO - 0006098,1,0.15,"3,973.10","3,377.14"
SO - 0006099,5,0.1,"1,152.40",691.44
SO - 0006100,3,0.1,"1,112.20",556.10
SO - 0006101,3,0.05,"6,210.90","3,353.89"
SO - 0006102,8,0.05,911.20,747.18
SO - 0006103,6,0.05,180.90,146.53
SO - 0006104,4,0.05,"3,999.90","2,119.95"
SO - 0006105,3,0.05,"1,896.10",777.40
SO - 0006106,8,0.05,"3,886.00","2,059.58"
SO - 0006107,5,0.2,"5,326.50","3,036.11"
SO - 0006108,8,0.15,234.50,126.63
SO - 0006109,3,0.075,"2,445.50",978.20
SO - 0006110,1,0.05,234.50,154.77
SO - 0006111,5,0.05,"2,211.00","1,216.05"
SO - 0006112,4,0.075,"5,587.80","3,017.41"
SO - 0006113,3,0.3,"2,633.10","1,606.19"
SO - 0006114,1,0.075,"3,953.00","3,360.05"
SO - 0006115,1,0.075,"1,072.00",825.44
SO - 0006116,6,0.15,"2,345.00","1,899.45"
SO - 0006117,3,0.15,"2,546.00","2,062.26"
SO - 0006118,8,0.1,"2,485.70","1,292.56"
SO - 0006119,8,0.3,"2,244.50","1,391.59"
SO - 0006120,1,0.05,"2,391.90","1,530.82"
SO - 0006121,7,0.05,"1,038.50",571.18
SO - 0006122,6,0.1,"1,916.20","1,092.23"
SO - 0006123,2,0.075,"2,733.60","1,503.48"
SO - 0006124,1,0.075,"1,098.80",868.05
SO - 0006125,1,0.15,"1,815.70",726.28
SO - 0006126,7,0.1,"1,092.10",709.87
SO - 0006127,4,0.2,"1,132.30",611.44
SO - 0006128,7,0.05,"2,639.80","1,689.47"
SO - 0006129,8,0.075,"3,999.90","2,199.95"
SO - 0006130,3,0.3,"3,745.30","2,808.98"
SO - 0006131,7,0.1,"5,279.60","3,167.76"
SO - 0006132,5,0.15,"1,005.00",462.30
SO - 0006133,4,0.05,"3,879.30","3,142.23"
SO - 0006134,6,0.1,"3,557.70","1,707.70"
SO - 0006135,7,0.05,"5,681.60","4,829.36"
SO - 0006136,4,0.05,"3,865.90","2,087.59"
SO - 0006137,7,0.05,"2,666.60","1,093.31"
SO - 0006138,3,0.2,"5,902.70","2,420.11"
SO - 0006139,3,0.1,"3,865.90","1,701.00"
SO - 0006140,2,0.075,"2,237.80","1,253.17"
SO - 0006141,8,0.05,"1,098.80",560.39
SO - 0006142,3,0.15,"1,688.40","1,215.65"
SO - 0006143,1,0.075,"3,390.20","1,966.32"
SO - 0006144,2,0.075,"2,345.00","1,735.30"
SO - 0006145,8,0.05,757.10,401.26
SO - 0006146,2,0.075,"1,078.70",442.27
SO - 0006147,4,0.05,"2,512.50","1,231.13"
SO - 0006148,8,0.3,"1,051.90",546.99
SO - 0006149,3,0.15,"2,458.90","1,254.04"
SO - 0006150,2,0.05,"1,025.10",840.58
SO - 0006151,8,0.15,"3,798.90","2,583.25"
SO - 0006152,7,0.1,"2,371.80","1,043.59"
SO - 0006153,7,0.1,"1,078.70",852.17
SO - 0006154,5,0.05,951.40,428.13
SO - 0006155,1,0.075,"1,246.20",573.25
SO - 0006156,2,0.1,"1,835.80",972.97
SO - 0006157,6,0.075,"5,695.00","2,847.50"
SO - 0006158,1,0.2,904.50,524.61
SO - 0006159,2,0.05,"3,966.40","2,300.51"
SO - 0006160,5,0.05,"1,092.10",688.02
SO - 0006161,2,0.075,"1,112.20",811.91
SO - 0006162,2,0.075,"3,966.40","2,895.47"
SO - 0006163,3,0.4,"1,058.60",529.30
SO - 0006164,3,0.2,"3,979.80","3,303.23"
SO - 0006165,6,0.3,241.20,103.72
SO - 0006166,1,0.4,"6,458.80","5,489.98"
SO - 0006167,8,0.15,"3,825.70","2,869.28"
SO - 0006168,8,0.15,"3,946.30","2,525.63"
SO - 0006169,8,0.15,837.50,628.13
SO - 0006170,7,0.075,938.00,684.74
SO - 0006171,6,0.05,"3,624.70","1,812.35"
SO - 0006172,8,0.075,"3,999.90","2,319.94"
SO - 0006173,3,0.15,254.60,188.40
SO - 0006174,4,0.075,"1,299.80",675.90
SO - 0006175,7,0.05,261.30,151.55
SO - 0006176,2,0.075,"2,452.20","1,642.97"
SO - 0006177,7,0.05,"1,165.80",571.24
SO - 0006178,3,0.05,"1,748.70",734.45
SO - 0006179,7,0.1,227.80,182.24
SO - 0006180,1,0.075,"2,532.60","2,152.71"
SO - 0006181,7,0.15,227.80,175.41
SO - 0006182,8,0.05,"2,867.60","1,319.10"
SO - 0006183,8,0.075,"5,983.10","2,871.89"
SO - 0006184,7,0.075,268.00,171.52
SO - 0006185,2,0.05,"1,078.70",442.27
SO - 0006186,5,0.075,"1,735.30",815.59
SO - 0006187,7,0.05,"3,939.60","2,206.18"
SO - 0006188,7,0.075,"5,400.20","3,780.14"
SO - 0006189,1,0.075,837.50,661.63
SO - 0006190,4,0.05,187.60,93.80
SO - 0006191,8,0.05,"1,105.50",807.02
SO - 0006192,7,0.075,"2,458.90","1,032.74"
SO - 0006193,2,0.4,"3,999.90","2,679.93"
SO - 0006194,5,0.05,"6,009.90","3,726.14"
SO - 0006195,7,0.15,"1,815.70","1,398.09"
SO - 0006196,3,0.4,"1,996.60","1,277.82"
SO - 0006197,1,0.15,911.20,400.93
SO - 0006198,5,0.075,"1,701.80","1,021.08"
SO - 0006199,1,0.2,187.60,142.58
SO - 0006200,5,0.1,"5,453.80","2,890.51"
SO - 0006201,2,0.05,"1,051.90",452.32
SO - 0006202,4,0.3,174.20,69.68
SO - 0006203,3,0.05,"1,681.70","1,294.91"
SO - 0006204,2,0.05,"1,058.60",582.23
SO - 0006205,4,0.075,"3,845.80","2,961.27"
SO - 0006206,7,0.075,"3,343.30","1,972.55"
SO - 0006207,1,0.15,"1,695.10","1,373.03"
SO - 0006208,1,0.15,"1,152.40",576.20
SO - 0006209,6,0.075,"3,457.20","2,938.62"
SO - 0006210,3,0.075,"1,058.60",762.19
SO - 0006211,1,0.05,"1,105.50",895.46
SO - 0006212,1,0.15,"1,011.70",839.71
SO - 0006213,8,0.2,"5,266.20","4,160.30"
SO - 0006214,3,0.05,"1,065.30",490.04
SO - 0006215,1,0.1,"3,329.90","2,497.43"
SO - 0006216,5,0.1,"1,835.80",917.90
SO - 0006217,4,0.1,"3,430.40","2,401.28"
SO - 0006218,4,0.2,"1,078.70",474.63
SO - 0006219,2,0.05,"3,544.30","1,524.05"
SO - 0006220,8,0.05,944.70,765.21
SO - 0006221,1,0.05,"2,398.60","1,127.34"
SO - 0006222,2,0.075,"3,912.80","1,995.53"
SO - 0006223,7,0.075,"2,391.90","1,793.93"
SO - 0006224,1,0.075,891.10,605.95
SO - 0006225,1,0.2,"2,432.10","1,775.43"
SO - 0006226,2,0.075,"1,125.60",810.43
SO - 0006227,7,0.2,"1,159.10",602.73
SO - 0006228,7,0.075,"5,406.90","4,217.38"
SO - 0006229,3,0.2,"2,278.00","1,161.78"
SO - 0006230,4,0.1,"2,425.40","1,770.54"
SO - 0006231,4,0.05,864.30,561.80
SO - 0006232,6,0.1,"3,912.80","1,604.25"
SO - 0006233,7,0.075,"1,011.70",728.42
SO - 0006234,7,0.075,"1,983.20","1,269.25"
SO - 0006235,7,0.075,"3,879.30","3,103.44"
SO - 0006236,1,0.05,"6,385.10","2,745.59"
SO - 0006237,8,0.4,"2,646.50","1,905.48"
SO - 0006238,7,0.075,"2,338.30","1,286.07"
SO - 0006239,8,0.1,"2,391.90","1,411.22"
SO - 0006240,2,0.1,"2,278.00",956.76
SO - 0006241,5,0.05,"1,065.30",628.53
SO - 0006242,8,0.1,"3,912.80","2,738.96"
SO - 0006243,6,0.075,"2,010.00","1,065.30"
SO - 0006244,1,0.05,"3,832.40","1,647.93"
SO - 0006245,4,0.05,998.30,718.78
SO - 0006246,6,0.15,"1,246.20",510.94
SO - 0006247,4,0.1,"1,675.00","1,323.25"
SO - 0006248,6,0.1,"1,728.60","1,175.45"
SO - 0006249,6,0.075,"1,728.60","1,071.73"
SO - 0006250,8,0.05,"1,882.70","1,299.06"
SO - 0006251,6,0.075,984.90,512.15
SO - 0006252,6,0.05,"1,326.60","1,061.28"
SO - 0006253,5,0.075,"3,999.90","2,439.94"
SO - 0006254,6,0.15,"1,802.30","1,189.52"
SO - 0006255,7,0.05,"1,172.50",527.63
SO - 0006256,8,0.075,"3,973.10","2,622.25"
SO - 0006257,4,0.15,"1,112.20",900.88
SO - 0006258,6,0.15,"3,946.30","1,657.45"
SO - 0006259,2,0.05,"1,058.60",709.26
SO - 0006260,7,0.1,261.30,193.36
SO - 0006261,4,0.075,"1,051.90",820.48
SO - 0006262,8,0.05,850.90,340.36
SO - 0006263,2,0.15,"2,405.30","1,635.60"
SO - 0006264,8,0.075,"2,425.40","1,115.68"
SO - 0006265,4,0.075,"1,105.50",674.36
SO - 0006266,6,0.2,857.60,728.96
SO - 0006267,7,0.05,"3,705.10","2,260.11"
SO - 0006268,4,0.075,"1,025.10",656.06
SO - 0006269,1,0.2,971.50,709.20
SO - 0006270,5,0.05,"1,031.80",474.63
SO - 0006271,6,0.075,"1,018.40",621.22
SO - 0006272,2,0.1,"2,659.90","1,649.14"
SO - 0006273,2,0.075,"3,356.70","1,779.05"
SO - 0006274,7,0.2,241.20,159.19
SO - 0006275,4,0.05,"3,805.60","1,598.35"
SO - 0006276,1,0.1,"2,525.90","1,288.21"
SO - 0006277,2,0.3,"1,118.90",749.66
SO - 0006278,3,0.075,"1,715.20","1,457.92"
SO - 0006279,3,0.1,"3,845.80","1,538.32"
SO - 0006280,7,0.075,"1,755.40",754.82
SO - 0006281,6,0.05,"1,788.90",983.90
SO - 0006282,8,0.075,"3,959.70","2,336.22"
SO - 0006283,2,0.05,"1,688.40","1,435.14"
SO - 0006284,1,0.075,984.90,630.34
SO - 0006285,4,0.075,"3,953.00","1,620.73"
SO - 0006286,1,0.2,"5,286.30","3,013.19"
SO - 0006287,2,0.1,884.40,459.89
SO - 0006288,1,0.2,"1,038.50",571.18
SO - 0006289,6,0.075,"5,138.90","4,162.51"
SO - 0006290,1,0.1,804.00,385.92
SO - 0006291,4,0.1,167.50,130.65
SO - 0006292,2,0.1,"2,311.50","1,109.52"
SO - 0006293,4,0.05,"3,845.80","1,769.07"
SO - 0006294,3,0.075,"1,943.00","1,165.80"
SO - 0006295,4,0.075,"1,125.60",709.13
SO - 0006296,7,0.2,"3,912.80","1,643.38"
SO - 0006297,3,0.3,"3,859.20","1,698.05"
SO - 0006298,8,0.075,"3,993.20","1,597.28"
SO - 0006299,1,0.2,"3,705.10","2,482.42"
SO - 0006300,5,0.05,"1,085.40",738.07
SO - 0006301,5,0.05,"1,949.70",896.86
SO - 0006302,4,0.15,"3,953.00","3,360.05"
SO - 0006303,3,0.05,"1,072.00",728.96
SO - 0006304,6,0.075,"2,492.40","2,043.77"
SO - 0006305,7,0.05,"2,934.60","1,643.38"
SO - 0006306,8,0.2,207.70,89.31
SO - 0006307,7,0.15,"5,902.70","3,069.40"
SO - 0006308,8,0.1,214.40,124.35
SO - 0006309,2,0.05,958.10,747.32
SO - 0006310,4,0.075,"2,546.00","1,196.62"
SO - 0006311,7,0.075,"2,780.50","2,057.57"
SO - 0006312,2,0.1,"2,010.00",824.10
SO - 0006313,6,0.15,"1,822.40","1,530.82"
SO - 0006314,2,0.2,"2,010.00",884.40
SO - 0006315,2,0.2,"3,973.10","2,066.01"
SO - 0006316,1,0.075,"1,319.90",989.93
SO - 0006317,6,0.075,"2,378.50","1,070.33"
SO - 0006318,6,0.075,737.00,574.86
SO - 0006319,1,0.075,"2,586.20","1,965.51"
SO - 0006320,7,0.1,"3,999.90","2,159.95"
SO - 0006321,1,0.05,"3,939.60","2,481.95"
SO - 0006322,8,0.15,"3,725.20","2,756.65"
SO - 0006323,3,0.05,"2,525.90","1,010.36"
SO - 0006324,2,0.2,"1,809.00",741.69
SO - 0006325,1,0.15,"1,963.10","1,138.60"
SO - 0006326,7,0.2,"2,800.60","1,316.28"
SO - 0006327,4,0.05,"4,013.30","2,929.71"
SO - 0006328,8,0.1,247.90,114.03
SO - 0006329,8,0.075,"2,713.50","1,600.97"
SO - 0006330,3,0.15,"3,162.40","1,612.82"
SO - 0006331,2,0.15,"1,078.70",571.71
SO - 0006332,2,0.05,"2,391.90","1,172.03"
SO - 0006333,3,0.4,207.70,103.85
SO - 0006334,6,0.3,"1,125.60",472.75
SO - 0006335,1,0.075,"1,929.60","1,080.58"
SO - 0006336,1,0.05,"2,934.60","2,230.30"
SO - 0006337,8,0.05,268.00,160.80
SO - 0006338,1,0.15,"3,979.80","3,144.04"
SO - 0006339,6,0.1,"2,881.00","2,362.42"
SO - 0006340,8,0.1,254.60,150.21
SO - 0006341,4,0.075,"3,926.20","2,826.86"
SO - 0006342,4,0.1,"2,626.40","1,891.01"
SO - 0006343,1,0.3,"1,869.30","1,271.12"
SO - 0006344,5,0.05,"2,519.20","1,990.17"
SO - 0006345,1,0.1,"1,072.00",503.84
SO - 0006346,4,0.05,"1,185.90",640.39
SO - 0006347,3,0.15,"1,125.60",529.03
SO - 0006348,6,0.15,"3,979.80","2,427.68"
SO - 0006349,2,0.1,804.00,329.64
SO - 0006350,8,0.1,958.10,411.98
SO - 0006351,6,0.4,"2,680.00","1,259.60"
SO - 0006352,6,0.075,"1,976.50","1,600.97"
SO - 0006353,2,0.15,"1,038.50",654.26
SO - 0006354,2,0.075,"2,559.40","1,484.45"
SO - 0006355,3,0.075,"1,118.90",525.88
SO - 0006356,6,0.1,"2,539.30","1,244.26"
SO - 0006357,3,0.05,"1,125.60",934.25
SO - 0006358,7,0.075,"1,996.60","1,098.13"
SO - 0006359,3,0.15,"1,956.40","1,545.56"
SO - 0006360,7,0.1,"3,323.20","2,592.10"
SO - 0006361,6,0.15,"1,005.00",482.40
SO - 0006362,6,0.075,"5,386.80","3,070.48"
SO - 0006363,7,0.15,"5,480.60","3,672.00"
SO - 0006364,5,0.3,"5,185.80","2,644.76"
SO - 0006365,2,0.075,"1,005.00",532.65
SO - 0006366,5,0.05,"1,715.20","1,080.58"
SO - 0006367,1,0.1,783.90,399.79
SO - 0006368,8,0.05,214.40,132.93
SO - 0006369,7,0.2,"1,058.60",561.06
SO - 0006370,8,0.15,"1,695.10","1,101.82"
SO - 0006371,6,0.2,"2,385.20","1,025.64"
SO - 0006372,1,0.15,"1,279.70",652.65
SO - 0006373,6,0.05,"3,028.40","1,877.61"
SO - 0006374,5,0.075,"1,125.60",855.46
SO - 0006375,2,0.4,904.50,407.03
SO - 0006376,4,0.15,"2,425.40",970.16
SO - 0006377,2,0.1,"5,601.20","4,032.86"
SO - 0006378,4,0.15,"1,768.80","1,308.91"
SO - 0006379,3,0.1,"1,038.50",726.95
SO - 0006380,1,0.05,904.50,587.93
SO - 0006381,7,0.05,"3,102.10","1,271.86"
SO - 0006382,7,0.075,"2,398.60","1,223.29"
SO - 0006383,1,0.1,"2,659.90","2,207.72"
SO - 0006384,3,0.05,"1,266.30",810.43
SO - 0006385,3,0.05,"3,879.30","2,715.51"
SO - 0006386,4,0.1,"1,742.00","1,323.92"
SO - 0006387,3,0.1,"3,242.80","1,751.11"
SO - 0006388,7,0.05,"1,051.90",715.29
SO - 0006389,8,0.075,"1,139.00",455.60
SO - 0006390,6,0.05,"5,159.00","2,321.55"
SO - 0006391,1,0.075,"3,691.70","2,104.27"
SO - 0006392,7,0.075,797.30,518.25
SO - 0006393,8,0.075,"1,969.80",965.20
SO - 0006394,6,0.05,201.00,82.41
SO - 0006395,6,0.15,"5,453.80","3,544.97"
SO - 0006396,6,0.075,"5,038.40","3,375.73"
SO - 0006397,3,0.3,"2,324.90","1,534.43"
SO - 0006398,4,0.05,"3,417.00","2,084.37"
SO - 0006399,4,0.05,"1,333.30","1,026.64"
SO - 0006400,7,0.075,"5,219.30","3,027.19"
SO - 0006401,1,0.3,"1,078.70",776.66
SO - 0006402,2,0.1,"1,849.20","1,442.38"
SO - 0006403,3,0.075,"1,333.30",986.64
SO - 0006404,2,0.05,"2,010.00","1,467.30"
SO - 0006405,7,0.05,857.60,514.56
SO - 0006406,1,0.075,"3,973.10","2,622.25"
SO - 0006407,4,0.2,"1,118.90",861.55
SO - 0006408,3,0.05,"2,532.60","2,000.75"
SO - 0006409,5,0.075,"3,544.30","2,020.25"
SO - 0006410,2,0.075,"2,586.20","1,086.20"
SO - 0006411,7,0.05,"3,839.10","2,956.11"
SO - 0006412,2,0.075,"1,058.60",868.05
SO - 0006413,4,0.4,167.50,98.83
SO - 0006414,8,0.4,924.60,591.74
SO - 0006415,5,0.2,"4,013.30","2,809.31"
SO - 0006416,3,0.15,864.30,579.08
SO - 0006417,7,0.15,"2,371.80","1,778.85"
SO - 0006418,6,0.075,214.40,143.65
SO - 0006419,7,0.1,"1,058.60",666.92
SO - 0006420,5,0.1,"1,065.30",511.34
SO - 0006421,1,0.15,"1,105.50",906.51
SO - 0006422,4,0.2,"2,646.50","1,879.02"
SO - 0006423,1,0.075,"2,264.60","1,789.03"
SO - 0006424,6,0.05,"1,232.80",862.96
SO - 0006425,1,0.05,"3,819.00","1,909.50"
SO - 0006426,2,0.2,"1,011.70",819.48
SO - 0006427,3,0.075,"2,566.10","1,206.07"
SO - 0006428,5,0.075,"2,934.60","1,437.95"
SO - 0006429,3,0.075,"1,159.10",672.28
SO - 0006430,4,0.075,"1,112.20",500.49
SO - 0006431,4,0.075,"1,829.10","1,207.21"
SO - 0006432,2,0.4,"1,896.10","1,573.76"
SO - 0006433,7,0.05,"2,974.80","1,784.88"
SO - 0006434,7,0.075,"5,654.80","3,110.14"
SO - 0006435,3,0.05,944.70,803.00
SO - 0006436,4,0.075,"1,782.20","1,372.29"
SO - 0006437,8,0.05,"3,048.50","2,438.80"
SO - 0006438,3,0.3,924.60,453.05
SO - 0006439,8,0.2,864.30,432.15
SO - 0006440,7,0.05,"2,472.30","1,928.39"
SO - 0006441,6,0.075,"2,666.60","2,239.94"
SO - 0006442,2,0.05,"1,078.70",862.96
SO - 0006443,5,0.15,254.60,175.67
SO - 0006444,1,0.075,241.20,149.54
